survey_date,grts_cell_id,survey_type_id,location_name,species_code,avg_count,min_count,max_count,avg_count_dead,project_name,sample_design,organization_name,geometry,grts_geometry,sample_frame,start_time,end_time,colony_type,percent_bats_with_visible_fungus,counted_by,site_identifier,site_water_present,site_elevation,site_number_openings,site_number_passages,habitat_type,site_material,site_size,site_type,site_use,project_id,year,month,day,hour,species_id,event_id,event_geometry_id,grts_id,site_habitat_type_id,site_material_id,site_size_id,site_type_id,site_use_id,organization_id
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","66141","10","Yakima Ave (T Verde)","EPFU","116.0000000000000000","116","116",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E610000001000000090000002A267B6D76225EC0AE84C4C958414740860A942B7B265EC0C3F7E3D5DE3F47407BCBEAB98B275EC001E6F2E67345474099158FA49C285EC0E9655C17094B47407A106EA296245EC0D7AEE2A4834C4740CF5B004490205EC0AB3AAF43FD4D47400A87C09D801F5EC0E3A9947967484740ACF47053711E5EC079FA33CFD14247402A267B6D76225EC0AE84C4C958414740","0103000020E610000001000000090000002A267B6D76225EC0AE84C4C958414740860A942B7B265EC0C3F7E3D5DE3F47407BCBEAB98B275EC001E6F2E67345474099158FA49C285EC0E9655C17094B47407A106EA296245EC0D7AEE2A4834C4740CF5B004490205EC0AB3AAF43FD4D47400A87C09D801F5EC0E3A9947967484740ACF47053711E5EC079FA33CFD14247402A267B6D76225EC0AE84C4C958414740","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Yakima Ave (T Verde)",,,,,,,,,,"268","2021","6","16","0","5","2598620","738867","119504",,,,,,"86"
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Aviary Lake Box","EUFL","1.00000000000000000000","1","1",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E61000004BB1A371A81954C058A9A0A2EA9B3940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley_Melquisedec Gamba-Rios""}","Aviary Lake Box","true",,"1",,"urban",,,,"maternity","1135","2021","6","16","0","7","2690663","791547","6413","6",,,,"2","213"
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Larry and Penny Gate","EUFL","14.0000000000000000","14","14",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E6100000176536C8241954C0B891B245D29A3940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley_Melquisedec Gamba-Rios""}","Larry and Penny Gate","true",,"1",,"urban",,,,"maternity","1135","2021","6","16","0","7","2690657","791541","6413","6",,,,"2","213"
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Larry and Penny Lake","EUFL","17.0000000000000000","17","17",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E61000005070B1A2061A54C08597E0D4079A3940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley_Melquisedec Gamba-Rios""}","Larry and Penny Lake","true",,"1",,"urban",,,,"maternity","1135","2021","6","16","0","7","2690654","791538","6413","6",,,,"2","213"
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Martinez Pineland","EUFL","12.0000000000000000","12","12",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E61000003080F0A1441A54C07100FDBE7F9B3940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley_Melquisedec Gamba-Rios""}","Martinez Pineland","false",,"1",,"urban",,,,"maternity","1135","2021","6","16","0","7","2690665","791549","6413","6",,,,"2","213"
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Zoo Back Lake","EUFL","16.0000000000000000","16","16",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E6100000DAE38574781954C0A646E867EA993940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley_Melquisedec Gamba-Rios""}","Zoo Back Lake","true",,"1",,"urban",,,,"maternity","1135","2021","6","16","0","7","2690655","791539","6413","6",,,,"2","213"
"Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Zoo Weigh Station","EUFL","9.0000000000000000","9","9",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E6100000F392FFC9DF1954C0A8363811FD9A3940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley_Melquisedec Gamba-Rios""}","Zoo Weigh Station","true",,"1",,"urban",,,,"maternity","1135","2021","6","16","0","7","2690656","791540","6413","6",,,,"2","213"
"Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","12993","10","Carnation Farm Barn","EPFU","49.0000000000000000","49","49",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E61000000100000009000000C65879EED9795EC01527F0BB66C84740F369F544EB7D5EC0B22CB8E8D6C64740D5FF65400F7F5EC0792C814B6BCC47408F27EE9F33805EC0943F50D3FFD14740AF4D6F00217C5EC06910324F90D347400497D5FC0D785EC0B85386DA1FD54740C311B1E6EA765EC03E69FCA98ACF474082744634C8755EC00350E39EF5C94740C65879EED9795EC01527F0BB66C84740","0103000020E61000000100000009000000C65879EED9795EC01527F0BB66C84740F369F544EB7D5EC0B22CB8E8D6C64740D5FF65400F7F5EC0792C814B6BCC47408F27EE9F33805EC0943F50D3FFD14740AF4D6F00217C5EC06910324F90D347400497D5FC0D785EC0B85386DA1FD54740C311B1E6EA765EC03E69FCA98ACF474082744634C8755EC00350E39EF5C94740C65879EED9795EC01527F0BB66C84740","Conus (Continental US) 10x10km Grid","Thu Jun 17 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jun 17 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Carnation Farm Barn",,,,,,,,,,"268","2021","6","17","0","5","2598667","738904","125979",,,,,,"86"
"Wed Jun 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","121863","10","Pruce Boy","MYLU","203.0000000000000000","203","203",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E61000000100000009000000F9B095F16DF25EC02C8146D490BC4740A70976D377F65EC0965C35E8E4BA4740F9CD58F3AFF75EC0A2F5E69B70C04740EAD7757DE8F85EC083677270FCC54740030CAE5BDDF45EC0DBB6560FA9C7474022F7A2CFD1F05EC0660E7FC154C947408E74CD859AEF5EC02AB0093AC8C34740E10ADBA563EE5EC0560EDED33BBE4740F9B095F16DF25EC02C8146D490BC4740","0103000020E61000000100000009000000F9B095F16DF25EC02C8146D490BC4740A70976D377F65EC0965C35E8E4BA4740F9CD58F3AFF75EC0A2F5E69B70C04740EAD7757DE8F85EC083677270FCC54740030CAE5BDDF45EC0DBB6560FA9C7474022F7A2CFD1F05EC0660E7FC154C947408E74CD859AEF5EC02AB0093AC8C34740E10ADBA563EE5EC0560EDED33BBE4740F9B095F16DF25EC02C8146D490BC4740","Conus (Continental US) 10x10km Grid","Thu Jun 17 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jun 17 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Pruce Boy",,,,,,,,,,"268","2021","6","17","0","32","2598692","738918","127354",,,,,,"86"
"Sat Jun 19 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","12993","10","Astuto Home","EPFU","53.0000000000000000","53","53",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E61000000100000009000000C65879EED9795EC01527F0BB66C84740F369F544EB7D5EC0B22CB8E8D6C64740D5FF65400F7F5EC0792C814B6BCC47408F27EE9F33805EC0943F50D3FFD14740AF4D6F00217C5EC06910324F90D347400497D5FC0D785EC0B85386DA1FD54740C311B1E6EA765EC03E69FCA98ACF474082744634C8755EC00350E39EF5C94740C65879EED9795EC01527F0BB66C84740","0103000020E61000000100000009000000C65879EED9795EC01527F0BB66C84740F369F544EB7D5EC0B22CB8E8D6C64740D5FF65400F7F5EC0792C814B6BCC47408F27EE9F33805EC0943F50D3FFD14740AF4D6F00217C5EC06910324F90D347400497D5FC0D785EC0B85386DA1FD54740C311B1E6EA765EC03E69FCA98ACF474082744634C8755EC00350E39EF5C94740C65879EED9795EC01527F0BB66C84740","Conus (Continental US) 10x10km Grid","Sun Jun 20 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Sun Jun 20 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Astuto Home",,,,,,,,,,"268","2021","6","20","0","5","2598668","738905","125979",,,,,,"86"
"Sun Jun 20 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","107792","10","Hanford 183D","MYYU","1800.0000000000000000","1800","1800",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","Conus (Continental US) 10x10km Grid","Mon Jun 21 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jun 21 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Hanford 183D",,,,,,,,,,"268","2021","6","21","0","38","2598606","738860","119050",,,,,,"86"
"Sun Jun 20 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","107792","10","Hanford 183F","MYYU","1000.0000000000000000","1000","1000",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","Conus (Continental US) 10x10km Grid","Mon Jun 21 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jun 21 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Hanford 183F",,,,,,,,,,"268","2021","6","21","0","38","2598604","738859","119050",,,,,,"86"
"Mon Jun 21 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","107792","10","Hanford 183D","MYYU","2000.0000000000000000","2000","2000",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","Conus (Continental US) 10x10km Grid","Tue Jun 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jun 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Hanford 183D",,,,,,,,,,"268","2021","6","22","0","38","2598607","738860","119050",,,,,,"86"
"Mon Jun 21 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","107792","10","Hanford 183F","MYYU","1080.0000000000000000","1080","1080",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","0103000020E6100000010000000900000048F0498ADCD75DC06FD6793017504740C2E58159E6DB5DC0B84859AAAE4E47406FC3BFB8EADC5DC0E3EB16C64854474009779A70EFDD5DC03174E403E35947406A4FC557E4D95DC0220CB41D4C5B4740D99757E6D8D55DC0DA687B46B45C474050CE7678D5D45DC067D6F67419574740D1C4D162D2D35DC07F7ADEC57E51474048F0498ADCD75DC06FD6793017504740","Conus (Continental US) 10x10km Grid","Tue Jun 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jun 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Hanford 183F",,,,,,,,,,"268","2021","6","22","0","38","2598605","738859","119050",,,,,,"86"
"Tue Jun 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","43793","10","Minkler Rd","MYLU","551.0000000000000000","551","551",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E610000001000000090000000A48D1F7F3E35EC08FB047E1097A474035BC7868F6E75EC0D398111462784740E5BA789D29E95EC0A9D73D54EC7D4740CFBF453A5DEA5EC0664FCBB1768347406973C38D59E65EC015A9B02C1F854740DFFF6B7955E25EC0AD9D65BCC686474045B3D71823E15EC042D913B13B814740C792BA1FF1DF5EC04DB08EC3B07B47400A48D1F7F3E35EC08FB047E1097A4740","0103000020E610000001000000090000000A48D1F7F3E35EC08FB047E1097A474035BC7868F6E75EC0D398111462784740E5BA789D29E95EC0A9D73D54EC7D4740CFBF453A5DEA5EC0664FCBB1768347406973C38D59E65EC015A9B02C1F854740DFFF6B7955E25EC0AD9D65BCC686474045B3D71823E15EC042D913B13B814740C792BA1FF1DF5EC04DB08EC3B07B47400A48D1F7F3E35EC08FB047E1097A4740","Conus (Continental US) 10x10km Grid","Wed Jun 23 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jun 23 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Minkler Rd",,,,,,,,,,"268","2021","6","23","0","32","2598690","738917","124576",,,,,,"86"
"Wed Jun 23 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","76218","10","Hamma Hamma Cabin","MYLU","260.0000000000000000","260","260",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E6100000010000000900000070D51F4993C75EC0FF410786F6C1474017968402A0CB5EC07149948D54C047407F8E240AD1CC5EC04CF64273E3C547400801DE7902CE5EC0FED25E7B72CB47404B25307DF4C95EC047A4242315CD4740A8D16118E6C55EC0B853C4DCB6CE474007E951ECB5C45EC09EE0402527C94740DAED012886C35EC032CB989097C3474070D51F4993C75EC0FF410786F6C14740","0103000020E6100000010000000900000070D51F4993C75EC0FF410786F6C1474017968402A0CB5EC07149948D54C047407F8E240AD1CC5EC04CF64273E3C547400801DE7902CE5EC0FED25E7B72CB47404B25307DF4C95EC047A4242315CD4740A8D16118E6C55EC0B853C4DCB6CE474007E951ECB5C45EC09EE0402527C94740DAED012886C35EC032CB989097C3474070D51F4993C75EC0FF410786F6C14740","Conus (Continental US) 10x10km Grid","Thu Jun 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jun 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Hamma Hamma Cabin",,,,,,,,,,"268","2021","6","24","0","32","2598673","738909","126896",,,,,,"86"
"Sun Jun 27 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","14609","10","Centralia-Alpha Rd","MYVO","95.0000000000000000","95","95",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E61000000100000009000000D88E1C76D0A55EC0B90A12B6F94A47407789AA3FD0A95EC0743DEEE460494740D5FE884BF7AA5EC0B06A55C5ED4E474038DDD6BA1EAC5EC0761C2DC27A544740212ECFB41DA85EC0B2CFFE381456474018EE524B1CA45EC0BE4043C4AC5747407147DB18F6A25EC0A527AC211F524740A1947B49D0A15EC0FA93EB9B914C4740D88E1C76D0A55EC0B90A12B6F94A4740","0103000020E61000000100000009000000D88E1C76D0A55EC0B90A12B6F94A47407789AA3FD0A95EC0743DEEE460494740D5FE884BF7AA5EC0B06A55C5ED4E474038DDD6BA1EAC5EC0761C2DC27A544740212ECFB41DA85EC0B2CFFE381456474018EE524B1CA45EC0BE4043C4AC5747407147DB18F6A25EC0A527AC211F524740A1947B49D0A15EC0FA93EB9B914C4740D88E1C76D0A55EC0B90A12B6F94A4740","Conus (Continental US) 10x10km Grid","Mon Jun 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jun 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Centralia-Alpha Rd",,,,,,,,,,"268","2021","6","28","0","37","2598627","738874","121804",,,,,,"86"
"Sun Jun 27 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","118989","10","Oppelt Rd","MYVO","29.0000000000000000","29","29",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E610000001000000090000005DE8F9A5CFAD5EC000E7A728C7474740592EDFA8CEB15EC012CC66812C464740D34579F0F6B25EC03426EFBBB84B474068BFD99B1FB45EC041D181124551474049413E5D1FB05EC00F1DF65FE052474038DDD6BA1EAC5EC0761C2DC27A544740D5FE884BF7AA5EC0B06A55C5ED4E47407789AA3FD0A95EC0743DEEE4604947405DE8F9A5CFAD5EC000E7A728C7474740","0103000020E610000001000000090000005DE8F9A5CFAD5EC000E7A728C7474740592EDFA8CEB15EC012CC66812C464740D34579F0F6B25EC03426EFBBB84B474068BFD99B1FB45EC041D181124551474049413E5D1FB05EC00F1DF65FE052474038DDD6BA1EAC5EC0761C2DC27A544740D5FE884BF7AA5EC0B06A55C5ED4E47407789AA3FD0A95EC0743DEEE4604947405DE8F9A5CFAD5EC000E7A728C7474740","Conus (Continental US) 10x10km Grid","Mon Jun 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jun 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Oppelt Rd",,,,,,,,,,"268","2021","6","28","0","37","2598629","738875","121803",,,,,,"86"
"Mon Jun 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","33473","10","Quilcene FS","MYLU","46.0000000000000000","46","46",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E610000001000000090000005D1DC440F3B35EC0E6C827C7F4E147407919FAF104B85EC024D6360857E047408653A2CA33B95EC0C3D2E589E8E547409D4B240B63BA5EC0EF1786307AEB47400B3BCE1250B65EC02D89E39E18ED4740E84B98B23CB25EC07E7F8E1DB6EE4740580598B90EB15EC0EF7A6DC723E9474068E41528E1AF5EC0BBDDAC9691E347405D1DC440F3B35EC0E6C827C7F4E14740","0103000020E610000001000000090000005D1DC440F3B35EC0E6C827C7F4E147407919FAF104B85EC024D6360857E047408653A2CA33B95EC0C3D2E589E8E547409D4B240B63BA5EC0EF1786307AEB47400B3BCE1250B65EC02D89E39E18ED4740E84B98B23CB25EC07E7F8E1DB6EE4740580598B90EB15EC0EF7A6DC723E9474068E41528E1AF5EC0BBDDAC9691E347405D1DC440F3B35EC0E6C827C7F4E14740","Conus (Continental US) 10x10km Grid","Tue Jun 29 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jun 29 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Quilcene FS",,,,,,,,,,"268","2021","6","29","0","32","2598675","738910","127825",,,,,,"86"
"Wed Jun 30 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","64705","10","Tank Bridge","EPFU","7.0000000000000000","7","7",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E61000000100000009000000340C301D04A75EC02C6130959A7A4740715BCCA509AB5EC0D3275A01017947402780489332AC5EC05E3FCD758F7E4740774D66E55BAD5EC0A93562091E84474046E7CA1C55A95EC0B00E9A45B8854740698B88EF4DA55EC03FFDE494518747400AEDC7DD25A45EC0C63CDC58C2814740E6115030FEA25EC0A8F45D3C337C4740340C301D04A75EC02C6130959A7A4740","0103000020E61000000100000009000000340C301D04A75EC02C6130959A7A4740715BCCA509AB5EC0D3275A01017947402780489332AC5EC05E3FCD758F7E4740774D66E55BAD5EC0A93562091E84474046E7CA1C55A95EC0B00E9A45B8854740698B88EF4DA55EC03FFDE494518747400AEDC7DD25A45EC0C63CDC58C2814740E6115030FEA25EC0A8F45D3C337C4740340C301D04A75EC02C6130959A7A4740","Conus (Continental US) 10x10km Grid","Thu Jul 01 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jul 01 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Tank Bridge",,,,,,,,,,"268","2021","7","1","0","5","2598697","738923","123657",,,,,,"86"
"Mon Jul 05 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","44305","10","Pugh Place Toledo","EPFU","14.0000000000000000","14","14",,"Colony Count - Washington Department of Fish & Wildlife","false","Washington Department of Fish & Wildlife","0103000020E61000000100000009000000CE3714972DB15EC0332E8962622E474044D4C35E29B55EC08CDAD530C72C4740F863CB5251B65EC0EE103359523247400F802CAA79B75EC08EDF179CDD374740032CE3A87CB35EC0A0B4EB727939474091AD3A447FAF5EC08C4B565F143B47407AD5CE2658AE5EC0004E3F7788354740C981666C31AD5EC067F214AAFC2F4740CE3714972DB15EC0332E8962622E4740","0103000020E61000000100000009000000CE3714972DB15EC0332E8962622E474044D4C35E29B55EC08CDAD530C72C4740F863CB5251B65EC0EE103359523247400F802CAA79B75EC08EDF179CDD374740032CE3A87CB35EC0A0B4EB727939474091AD3A447FAF5EC08C4B565F143B47407AD5CE2658AE5EC0004E3F7788354740C981666C31AD5EC067F214AAFC2F4740CE3714972DB15EC0332E8962622E4740","Conus (Continental US) 10x10km Grid","Tue Jul 06 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Tue Jul 06 2021 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{na}","Pugh Place Toledo",,,,,,,,,,"268","2021","7","6","0","5","2598631","738877","120876",,,,,,"86"
